Cc1nc(CNC(=O)c2c(C)oc(C)c2C)no1, fitness:0.00470321845209
CCN(Cc1cccc(F)c1)C(=O)c1ccc(OCC(F)F)nc1, fitness:0.0092698032024
Cc1ccc(CN2CC(C)CC2C(=O)N2CCOCC2)s1, fitness:0.655121137507
CN(Cc1cccc(F)c1)C(=O)c1cc(F)ccc1O, fitness:0.0204087618506
CC(C)n1cc(C(=O)NCC(=O)Nc2ccccc2F)c2ccoc21, fitness:0.800949845536
Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccccc1F, fitness:0.308818610669
COc1cc(OC(C)C)ccc1C(=O)NCc1ccccn1, fitness:1.38338338605
CC1CCC(NC(=O)CN(C)C(=O)c2ccc(C#N)cc2)CC1, fitness:0.18399833106
CCN(c1cccc(C(=O)NC2CC2)c1)S(=O)(=O)c1cccc(C)c1, fitness:1.26196629842
Cc1cccn2c(CNc3ccnn3-c3ccc(Cl)nc3)ncc12, fitness:1.02913569757
CC(C)c1nc(SCC(=O)NCc2ccc(F)cc2)n[nH]1, fitness:0.610815244023
CC(C)c1ccccc1NC(=O)CN(C)C(=O)c1ccc[nH]c1=O, fitness:0.8852653348
Cc1ccc(C(=O)N2CCN(c3ccc(O)cc3)CC2)s1, fitness:0.0085349411219
N#CCOc1ccccc1CC(=O)Nc1ccc(Cl)cc1, fitness:0.0852927461911
Cc1ccc(C(=O)NCCc2cn3ccccc3n2)cc1-n1cccc1, fitness:1.27012010692
Cc1cc(CNC(=O)C(C)Sc2cccc(F)c2)[nH]c(=O)c1C, fitness:0.813870417214
Cc1sc(=O)n(CCC(=O)NC2CCOc3ccccc32)c1C, fitness:0.882589214431
CCOc1ccncc1C(=O)NCc1nncn1-c1ccccc1, fitness:1.09801155134
CCN(CC)S(=O)(=O)c1cccc(C(=O)Nc2ccncc2)c1, fitness:0.182227914772
COc1cccc(C(=O)Nc2cc(N3CCOCC3)nc(C)n2)c1, fitness:1.3491144195
Cc1nc(CN2CCN(C(=O)c3c(C)cccc3C)CC2)no1, fitness:0.124408088152
CC(C)CNC(=O)C1CCN(C(=O)c2ccccc2F)C1, fitness:0.538232141637
CC=CCS(=O)(=O)NC(c1ccncc1)c1ccc(F)cc1, fitness:0.0202664996922
Cc1nc(CN2CCCN(C(=O)c3cccc(N(C)C)c3)CC2)co1, fitness:-1.75072418364
CC(=O)Nc1ccccc1CNC(=O)c1cc(F)cc(F)c1, fitness:0.015077489734
Cc1ccc(NC(=O)CN(C)c2ccccc2F)c(C)c1, fitness:0.118906509952
Cc1cc(C)cc(OCC(=O)NCc2ccsc2)c1, fitness:0.033161378845
Cc1cocc1C(=O)N1CCCC1Oc1ccnc(C#N)c1, fitness:1.08484087311
Cc1nc(N2CCCC2)nc2c1N(C(=O)C(O)(O)C(C)C)CC=C2, fitness:0.550637923977
Cc1cocc1CN(Cc1ccccn1)Cc1ccccc1C(N)=O, fitness:0.00991902703497
CC(C(=O)Nc1cccc2c1C(C)(C)CO2)n1ccccc1=O, fitness:0.646650147809
Cc1conc1CN(C)C(=O)c1cc(Cl)cc(Cl)c1, fitness:0.0163277106694
Cc1cc(NC(=O)c2cc3ccccc3cn2)cc(OCC(F)F)c1, fitness:1.17703147678
NC(=O)c1ccsc1C(=O)NCc1cccc(F)c1, fitness:0.085306429006
C=C(C)N(Cc1ccc(OC)cc1)Cc1ccsc1, fitness:0.00367508633184
NC(=O)c1ccc(NC(=O)COc2ccc(Cl)cc2Cl)cc1, fitness:0.0575668389457
CCC(=O)Nc1ccc(C(=O)N(C)Cc2ccc(OC)cc2)cc1, fitness:0.0880997500262
O=C(Cn1ccnc1)Nc1cnc(-c2ccccc2O)nc1, fitness:0.668558347009
O=C(Cn1ccccc1=O)NCc1c(Cl)cccc1Cl, fitness:0.00836891665769
CC(=O)Nc1cccc(C(=O)OCc2nc3cc(C)ccc3[nH]2)c1, fitness:1.52037588412
Cc1cscc1CN1CCNCC1(N)C(=O)Nc1ccc(F)cc1, fitness:0.856466730664
CSc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1, fitness:0.0153708729316
Cc1c(O)cccc1C(=O)NC(C)N1CCCCC(=O)C1, fitness:-1.66656687857
COc1ccc(NC(=O)Cn2c(=O)cc(N)[nH]c2=O)cc1, fitness:0.270821636373
Cc1ccc(C(=O)NC2CCN(C(=O)c3cnn(C)c3)CC2)s1, fitness:1.0231962165
C#CCN1CCNCC1(N)C(=O)NCc1cccc(OC)c1, fitness:0.843335715046
CN(Cc1ccccn1)C(=O)c1ccc(OCC2CC2)cc1, fitness:0.791550558002
CN(Cc1cccnc1)C(=O)c1cccc(Cl)c1Cl, fitness:0.0660435471711
CSc1nnc(C(=O)NCc2cncs2)n1C1CC1, fitness:0.820415687349
COC(=O)Cn1c(C(C)C)nc2cc3c(cc21)OCCO3, fitness:0.216242290386
COC(=O)c1cccc(NC(=O)Cc2cc[nH]c2)c1F, fitness:0.291571067613
COc1cccc(CN(C(=O)C2COCCO2)C2CC2)c1, fitness:0.786616796891
Cc1noc(C)c1CN1CCOC(c2noc(-c3ccccc3)n2)C1, fitness:0.695407545939
Cc1cc(C)cc(C(=O)NC2CCCC2C(N)=O)c1, fitness:0.00270846996336
CC(C)NC(=O)CSc1nnnn1-c1ccc(F)cc1, fitness:0.253713269379
CCN(C(=O)c1ccccc1OCc1ccccc1)C(C)O, fitness:0.0296345441828
CN(Cc1cccc(C#N)c1)C(=O)c1ccc(Br)cc1F, fitness:0.678507457622
C#CCNC(=O)c1ccc(NCc2cccc(F)c2)cc1, fitness:0.147436378762
CC(C)CNC(=O)c1cccc(NCC(=O)N(C)C)c1, fitness:0.00633090006354
CN(Cc1ccccn1)S(=O)(=O)c1cccc(C#N)c1, fitness:0.214521824321
Cc1ccccc1C(=O)NC(C)OCC(F)(F)F, fitness:0.000863637893648
COC(=O)c1cccc(Cn2cnc(C#N)c2C#N)c1, fitness:0.639980993395
CCN(CC(=O)NC(C)C)S(=O)(=O)c1ccc(F)cc1F, fitness:0.0147252184002
COc1cccc(C(=O)NCc2cncc(OC3CCC3)c2)c1F, fitness:0.984251819206
CN(Cc1ccc(F)cc1)C(=O)NCC1CCC1, fitness:0.0212248792366
Cc1cc(NC(=O)C2CC(=O)N(c3ccc(Cl)cc3)C2)n(C)n1, fitness:1.15979669246
Cc1c(NS(C)(=O)=O)cccc1C(=O)NCC(C)C, fitness:0.00208930891675
Cc1noc(C)c1CN1CCOC2CN(Cc3nccs3)CC21, fitness:0.642572783802
Cc1cc(CN2CCN(C(=O)c3ccc(Cl)cc3)CC2)on1, fitness:0.239487465615
COc1ccc(CN(C)C(=O)C2CC(=O)N(CC(F)(F)F)C2)cc1, fitness:0.666885655602
CC(Cn1cncn1)NS(=O)(=O)c1ccccc1C#N, fitness:0.665937542673
Cc1cc(C(=O)NCc2cccc(C#N)c2)c2c(C)noc2n1, fitness:1.26035317153
COC(=O)C1CCN(c2nc(C)cc(C)n2)C1, fitness:0.0065701683208
CC(C)CN1CCN(C(=O)Cc2ccc(F)cc2)CC1, fitness:0.00512272356154
Cc1ccc(CN2CCN(C(=O)COc3ccccc3)CC2)s1, fitness:0.19335497911
Cc1ccc(NC(=O)NCc2cnn3ccccc23)c(Cl)c1, fitness:1.39409171068
Cc1cc(N)ccc1C(=O)Nc1nnc(C(C)C)s1, fitness:0.10882119277
COc1ccccc1-c1nc2c(C(C)C)csc2c(=O)[nH]1, fitness:0.299664728805
Cc1csc(C(=O)Nc2ccccc2-c2ncn[nH]2)c1C, fitness:0.655182592489
CCc1nc(CN2CCN(C(=O)c3ccc(F)cc3)CC2)no1, fitness:0.561565696215
CC(=O)N1CCc2cc(C(=O)Nc3ccc4[nH]ccc4c3)ccc21, fitness:1.27249629701
Cc1nc(CNC(=O)c2ccc(-c3ccccc3)[nH]c2=O)c(C)o1, fitness:0.899106596918
COc1cccc(C(=O)NCc2ccccc2OC(F)F)c1F, fitness:0.166843887429
O=C(c1cccs1)N1CCCC1c1nc2ccccc2[nH]1, fitness:1.01855049635
CC(C)c1n[nH]c(C2CCCN(C(=O)c3ccc(F)cc3)C2)n1, fitness:0.770865498616
CN(Cc1cccs1)C(=O)CN1CCN(c2cncnc2)CC1, fitness:0.95406678975
Cc1ccc(OCC(=O)Nc2c(C)nn(-c3ccccc3)c2C)cc1, fitness:0.453437571556
Cc1csc(C(=O)N2CCN(C(=O)c3cccc(F)c3)CC2)c1C, fitness:0.0615992186435
Cc1ccc(C(=O)NC(C)COc2ccccn2)cc1C, fitness:0.509439272727
Cc1ccc(C(=O)N2CCN(Cc3ccccc3)CC2)n1C, fitness:0.0155715088324
CC(C)Oc1c(C(=O)NCc2ccccn2)ccc2ccoc12, fitness:1.0587544129
Cc1ccc(C(=O)NCc2nc3ccccc3[nH]2)o1, fitness:0.203809495812
N#Cc1cccc(OCC(=O)NCc2ccoc2)c1, fitness:0.614307068162
CC(O)(O)NC(=O)c1ccccc1-n1ccnn1, fitness:0.0290975162633
NC(=O)C1CCN(Cc2ccccc2-n2cccn2)CC1, fitness:0.228866931913
CC1CCCC(NC(=O)CSc2nccn2C)C1C, fitness:0.614073624134
O=C(NCc1cccc2c1OCO2)c1c(F)cccc1F, fitness:0.0201363111702
CC(C)c1ccccc1OCC(=O)NCc1nnc2n1CCCCC2, fitness:-1.23501592055
Cc1cccc(NC(=O)NCc2cc(C)n(C)n2)c1C, fitness:0.224257287718
CCOc1ccc(C(=O)N2CCN(Cc3cccs3)CC2)cc1, fitness:0.291122195248
Cc1c(C(=O)NCc2n[nH]cc2N)sc2c(=O)[nH]cnc12, fitness:0.81512622011
CN(C)S(=O)(=O)c1ccc(CNC(=O)c2cccc3ccccc23)cc1, fitness:0.154694782275
Cc1cc(C(=O)NCC(O)c2cccs2)sc1C, fitness:0.131275161076
Cc1cccc(NC(=O)Cc2cccc(OCC#N)c2)n1, fitness:1.45392537243
CC(Cc1ccc(Cl)cc1)NC(=O)N1CCN(C(C)C)CC1, fitness:0.0182316068273
COc1cccc(C(=O)Nc2nnc(-c3[nH]ncc3N)o2)c1, fitness:1.09286525836
Cc1c(C(=O)N2CCN(C3CCCC3)CC2)cc[nH]c1=O, fitness:0.0378135696818
COc1ccc(OC)c(NC(=O)CSc2nc(C)n[nH]2)c1, fitness:1.17808198071
Cc1scnc1NC(=O)C1c2ccc(F)cc2NC1N, fitness:0.892554152749
COc1ccc(F)cc1C(=O)NCc1cccnc1OC(C)C, fitness:1.32357598744
Cc1nc(-c2ccccc2S(=O)(=O)NCc2ccccc2)no1, fitness:0.102384668416
CC(NC(=O)c1cccc2c1CCC2)NC(=O)C(C)C, fitness:0.0104261395928
Cc1cc(NC(=O)c2ccc(-c3cscn3)cc2)nc(C)n1, fitness:0.252504199279
CN(Cc1conc1-c1ccccc1)C(=O)C1Cc2ccccc2N1, fitness:0.701564352802
CC(C)Oc1ccccc1CN1CCN(C(=O)c2ccsc2)CC1, fitness:0.726776730304
CCN(Cc1ccc(Cl)cc1)C(=O)c1ncccc1-n1cncn1, fitness:1.04399555926
COc1cccc(OC)c1NC(=O)CSc1cccc(F)c1, fitness:0.039793465388
Cc1csc(C(=O)Nc2ccc(Cl)cc2C)c1, fitness:0.0087066273603
Cc1scnc1NC(=O)Cn1c(=O)n(C)c2ccccc21, fitness:0.428217941052
COc1ccccc1C(=O)N(CC(N)=O)C1CCCCC1, fitness:0.0725989989804
CCN(CC1CCOC1)C(=O)c1ccccc1NC(=O)c1ccoc1, fitness:0.646590184733
CCN(Cc1cccnc1)C(=O)Nc1nnc(C2CC2)s1, fitness:1.16688701633
Cc1ccc(NC(=O)CSc2nnc3n2CCCCC3)c(O)c1, fitness:-1.66721687373
CC(NC(=O)c1ccc(F)cc1Br)C1CCCO1, fitness:0.30676103342
CC(=O)c1cccc(NCc2ocnc2-c2ccccc2)c1C, fitness:0.59046582768
Cc1cccc(NC(=O)c2ccccc2S(=O)(=O)NC2CC2)c1F, fitness:0.739201592424
Cc1conc1C(=O)Nc1cc(Cl)cc(C(F)(F)F)c1, fitness:0.133497854068
CN(Cc1cccc(C#N)c1)C(=O)c1cccnc1N1CCCCC1, fitness:1.35230674987
CC(C)CNC(=O)c1ccccc1NC(=O)Cc1ccccc1F, fitness:0.107000553407
COc1cc(CNC(=O)c2c(Cl)n[nH]c2C)cc(OC)c1, fitness:0.0617288629767
Cc1ccc(-n2nnnc2SCC(O)c2ccccc2)cc1, fitness:0.0591952065993
CCN(CC)C(=O)c1ccc(NCc2nccs2)cc1, fitness:0.0643668928792
CC(=O)Nc1ccccc1-c1ncc2cccc(CO)n12, fitness:0.375871891408
COC(=O)c1sccc1NC(=O)c1ccc(F)cc1, fitness:0.00998434758544
COC(=O)c1cc(C#N)c(=O)n(Cc2ccc(C#N)cc2)c1, fitness:0.158689317044
COc1ccc(-c2nc(C(C)C(=O)N3CCN(C(C)=O)CC3)no2)cc1, fitness:0.570122771647
CCN(CC(=O)NC(C)C)S(=O)(=O)c1ccccc1, fitness:0.00069646138795
Cc1ncc(CN(C)C(=O)Cc2ccc3c(c2)OCCO3)s1, fitness:1.27546715405
COc1ccc(-c2cncn(Cc3ccc(C)cc3)c2=O)cc1, fitness:0.0773028946315
Nc1nccnc1C(=O)NCc1ccc(OCc2ccncc2)cc1, fitness:0.207219841001
Cc1nc(CS(=O)(=O)c2ccc(C(F)(F)F)cc2)no1, fitness:0.00945377830081
CC(=O)Nc1ccccc1C(=O)Nc1ncsc1-c1ccccc1, fitness:0.0704921608813
COc1c(F)cccc1C(=O)Nc1cncc(C)c1, fitness:0.199936984154
Cc1noc(CNC(=O)c2cccnc2N2CCCC2)n1, fitness:1.56268607173
Cc1cocc1C(=O)NC(c1ccccc1Br)C1CCCC1, fitness:0.405579185463
Cc1noc(COc2ccc(C(=O)N3CCC(C(N)=O)C3)cc2)n1, fitness:0.919187468472
Cc1ccccc1NC(=O)CSc1ncccc1N, fitness:0.152747099246
C=CCN1CCN(C(=O)c2ccc(OC(C)C)c(F)c2)CC1, fitness:0.849825504155
O=C(NCc1cn(-c2ccccc2)nn1)c1ccc(Cl)cc1, fitness:0.0794907423367
CC1CCCC(C)N1C(=O)c1ccc(Nc2ncccn2)cc1, fitness:0.0500680909822
CN(Cc1ccc2c(c1)OCO2)C(=O)c1csc2ccccc12, fitness:1.25912967254
CCc1cccc(C)c1NC(=O)c1csc(-c2cnn(C)c2)n1, fitness:1.39235798375
COc1ccc(C2CCCN2C(=O)c2ccc(N(C)C)cc2)cc1, fitness:0.194637863654
CCN(CCC(=O)OC)C(=O)c1cccn1-c1cccc(C)c1, fitness:0.990863581848
C#Cc1ccc(NC(=O)c2nccc(N)c2-c2ccccc2)cc1, fitness:0.24646181357
Cc1c(C(=O)N2CCCN(C(=O)C3CC3)CC2)cnc2ccccc12, fitness:-0.817071348886
Cc1cc(NC(=O)CCN2C(=O)COc3ccccc32)no1, fitness:1.35315156838
CC(NC(=O)COc1cccc(C#N)c1)c1nc(C(F)(F)F)cs1, fitness:0.810919489824
CN(C)c1cc(F)cc(C(=O)NCc2ccncc2)c1, fitness:0.0730145919758
Cc1nc(N2CCN(Cc3ccccc3)CC2)c2c(C)noc2n1, fitness:0.192930602939
CC(C)NC(=O)C1CC(=O)N(CCOc2ccccc2)C1, fitness:0.518402969817
O=C(NCCc1cccs1)c1ccccc1-n1cccn1, fitness:0.713574407559
Cc1cc(C)c(C(=O)NCC(=O)c2c[nH]c3ccccc23)o1, fitness:0.685310837606
Cc1coc(C(=O)Nc2ccc(C(=O)NC3CCCC3)cc2)c1C, fitness:0.118556455835
Cc1ccccc1NC(=O)c1nnn(-c2ccc(F)cc2)c1C, fitness:0.176755256573
CC(=O)Nc1cc(C)ccc1C(=O)N1CC=CC2C=CSC21, fitness:0.721361546124
Cc1ccccc1C(C)NC(=O)CSc1n[nH]c(N)n1, fitness:1.21557456362
C=C(C)N(Cc1cccc(C#N)c1)C(=O)C12CCC(CC1)O2, fitness:0.468421773924
CC1CCCCC1NC(=O)CN1CCc2cccc(Cl)c21, fitness:0.782097180135
COC(=O)CN(C(=O)c1cccc(C)n1)c1ccccc1F, fitness:0.22180871243
CC(=O)N1CCN(C(=O)c2ccc(Cn3cccn3)cc2)CC1, fitness:0.0407029479144
COc1ccccc1CNC(=O)C1CC(=O)N(c2ccccc2)C1, fitness:0.816888987859
C=C(C)NS(=O)(=O)c1ccccc1C(=O)NC1CCCC1, fitness:0.0460420573274
CN(C)C(=O)c1ccc(CN2CCOC3(CCCCC3)C2)cc1, fitness:0.25886740979
Cc1c(Cl)cncc1NC(=O)Cc1ccc(-n2cnnn2)cc1, fitness:1.02294300223
CCN(Cc1ccc(OC)cc1)C(=O)c1ccc(N)cc1, fitness:0.00944168537692
Cc1ccc(C(=O)NCC2(c3ccccc3F)CCOCC2)o1, fitness:0.752575684877
Cc1c(CN2CCCC2c2ccccc2)nc[nH]c1=O, fitness:0.381018798309
Cc1cccc(C(=O)N(C)Cc2csc(-c3ccccc3)n2)c1C, fitness:0.785326689061
Cc1cccc(CNC(=O)C2Cc3ccc(F)cc3N2)c1, fitness:1.02765597664
COc1ccc(NC(=O)NCC2(c3ccoc3)CCCC2)cc1, fitness:0.818366198833
Cc1cccc(NC(=O)N2CCNCC2(N)c2ccsc2)c1F, fitness:0.820380930214
CCN(Cc1cc2ccc(C)cc2[nH]c1=O)C(=O)c1ccco1, fitness:0.971708622767
CC(=O)Nc1ccc(NC(=O)CSc2cn3ccccc3n2)cc1, fitness:0.386448014058
CC(C)Oc1cccc(C(=O)NCc2scnc2C2CC2)c1, fitness:1.11148658425
Cc1coc(C(=O)N2CCCCC2OCc2ccc(F)cc2)c1, fitness:0.744382093034
CC(=O)Nc1ccccc1C(=O)N(Cc1ccccc1)C1CC1, fitness:0.0429246214743
Cc1cccc(NC(=O)NCC2CCC2)c1F, fitness:0.0400652176334
CC1Oc2ccccc2N(CC(=O)N(Cc2ccccc2)C2CC2)C1=O, fitness:0.6347263336
CCOc1ccccc1C(=O)NC(C)c1ccncc1, fitness:0.0496983468403
COC(=O)c1ccc(CN2C(=O)COc3ccc(O)cc32)cc1, fitness:0.922058063819
CSc1nnc(C(=O)C23CC4CC(CC(C4)C2)C3)n1C, fitness:-0.00860271711647
COc1cccc(OC)c1C(C)NC(=O)c1cn[nH]c1C1CC1, fitness:0.58859558523
CC(C)n1ncc2cc(C(=O)NCc3ccccc3F)c(N)nc21, fitness:1.20884246114
O=C(Cn1cc(-c2nnco2)ccc1=O)Nc1ccccc1, fitness:0.612019146864
CCOC(=O)c1nc(Cc2ccccc2F)c(C)s1, fitness:0.14224819436
Cc1cc(N2CCN(C(=O)Cn3ccccc3=O)CC2)nc(C)n1, fitness:1.0168020752
COc1c(F)cccc1C(=O)NCc1ccnc(OC2CCCC2)c1, fitness:1.25568787363
Cc1ccc(C(C)NC(=O)c2ccc(N3CCCC3)nc2)s1, fitness:0.964962059654
COc1cccc(CNC(=O)NCc2nnc3ccccn23)c1C, fitness:1.09094769026
NC1CNC(OC(=O)c2ccc(Br)cc2)C1=O, fitness:0.00278308020252
Cc1conc1C(=O)N1CCCCC1n1c(=O)[nH]c2ccccc21, fitness:0.768555026555
C#Cc1cccc(N(Cc2ccco2)C(=O)c2cnc(C)cn2)c1, fitness:1.05735910732
CCC(=O)N1CCC(C(=O)Nc2ccccc2-c2cocn2)CC1, fitness:0.944196664777
NC(=O)c1ccccc1NC(=O)CSc1cn2ccccc2n1, fitness:1.05652884561
Cc1ccc(C2CCN(C(=O)Cc3ccsc3)C2)o1, fitness:0.846228299432
Cc1coc(C(=O)NCc2ccccc2OCC#N)c1C, fitness:0.933020341941
CN(Cc1ccc(Cl)cc1)C(=O)NCc1c[nH]cn1, fitness:0.163850628048
Cc1sc(C(=O)NCC(C)N2CCOCC2)c(C)c1C, fitness:0.0263300156517
Cc1cccc(NC(=O)CCn2cnc3cc(Cl)ccc32)n1, fitness:1.75943102475
Cc1cccc(NC(=O)Cn2nnc(-c3cscc3C)n2)c1, fitness:1.46379597436
Cc1sc(=O)n(CC(=O)N2CCC(C(N)=O)CC2)c1C, fitness:0.0195337017315
Cc1scnc1CC(=O)Nc1ccccc1-c1cnc[nH]1, fitness:1.04701928121
Cc1ccccc1C(=O)N1CCc2sccc2C1CO, fitness:0.58876696525
CCc1cc(CNC(=O)c2ccc(=O)n(C)n2)on1, fitness:0.538034349452
CC(C)n1ncc2cc(C(=O)NCc3ccc4c(c3)OCO4)ncc21, fitness:1.09569427044
CC(=O)Nc1ccc(CNc2nnc(-c3cccc(F)c3)o2)cc1, fitness:1.18796663761
Cc1cccc(N2CCN(C(=O)c3cccnc3)CC2C)c1, fitness:1.09221004954
CC(=O)Nc1cccc(C(=O)Nc2ccccc2F)c1, fitness:0.00879923871982
Cc1nc(N2CCC(CC(=O)N(C)C)CC2)c2ccsc2n1, fitness:1.24604306929
CC(=O)c1cccc(NC(=O)CCn2cnc3ccccc32)c1, fitness:1.70049217545
Cc1ccccc1OCC(=O)N1CCC(C)(O)CC1, fitness:0.0317526092115
CC(=O)Nc1ccc(C(=O)NC2CCc3ccccc32)cc1, fitness:0.044507195357
Cc1ccc(OC(C)NC(=O)c2c(N)cc[nH]c2=O)cc1, fitness:0.0922223858699
Cc1noc(CNC(=O)c2cccc(C(F)(F)F)c2)n1, fitness:0.483597583441
CC(C)(CNC(=O)c1cccc(N2CCCC2=O)c1)c1ccncc1, fitness:1.04691219287
CN(Cc1cnccn1)C(=O)c1ccc(C#N)cc1, fitness:0.0604833685933
CC(C)Cn1cc(C(=O)NC2CCCCCC2)ccc1=O, fitness:-0.0758337488488
CN(Cc1cccc(C#N)c1)C(=O)Cc1cccc(OCC#N)c1, fitness:0.928531045802
CCN1C(=O)CNc2c(C(=O)Nc3cccnc3)cccc21, fitness:1.21266048438
COC(=O)c1ccccc1NCc1nnc(-c2ccccc2)o1, fitness:0.213791188785
Cc1scnc1CNC(=O)c1cccc(=O)[nH]1, fitness:0.092434174091
Cc1ccncc1CNC(=O)c1cc(=O)[nH]c2ccccc12, fitness:1.63624499267
N#Cc1ccccc1NC(=O)Cc1ccc(Br)cc1, fitness:0.00545042182385
Cc1ccn(CC(=O)Nc2ccc3oc(C4CC4)nc3c2)n1, fitness:1.75217519225
Cc1cc(C)n(CCC(=O)Nc2cccc(Cl)c2C)n1, fitness:0.341205072693
CC(C)NC(=O)CSc1nnc(-c2cccnc2)n1C1CC1, fitness:1.14104917874
C#CCOc1ccccc1C(=O)N1CCN(c2ccccc2)CC1, fitness:0.0491804343239
CC(NC(=O)Cn1c(=O)n(C)c2ccccc21)c1cccnc1, fitness:1.0018756913
CC(=O)Nc1ccc(C(=O)N(Cc2ccsc2)C(C)C)cc1, fitness:0.125436447029
CCc1ccc(NC(=O)c2c(C)cccc2C(=O)OC)cc1, fitness:0.0582125360693
Cc1occc1C(=O)NCC(=O)Nc1ccccc1C#N, fitness:0.353999361985
CC(C#N)(NC(=O)COc1ccc(Br)cc1)C1CC1, fitness:0.0894834068913
CCOC(=O)c1ncc(N)c(-c2ccccc2OC)n1, fitness:0.258329598361
CN(CC(=O)N1CCCC1)C(=O)c1ccccc1Cl, fitness:0.012606602308
N#Cc1ccccc1S(=O)(=O)NCC1(c2ccccc2)CC1, fitness:0.0142678922484
Cc1ccc(NC(=O)CN2CCN(Cc3nc(C)no3)CC2)cc1, fitness:0.458190722373
O=C(CCOc1ccccc1F)N1CCN(C2CCCC2O)CC1, fitness:0.452807632006
COC(=O)c1cccc(NC(=O)c2csc(C)n2)c1, fitness:0.227270490097
CCOc1ccccc1NC(=O)Cc1ncc(C)s1, fitness:0.303468517447
Cc1occc1C(=O)NCc1ccnc(OC2CCCC2)c1, fitness:1.47136498102
CCn1ncc(C#N)c(-c2cccc(OC)c2)c1=O, fitness:0.401126485326
Cc1cccc(C)c1C(=O)Nc1cnn(Cc2ccccc2)c1, fitness:0.103247914675
Cc1cc(C(=O)N2CCC(C)(O)CC2)n(C(C)C)c1C, fitness:0.0126597736585
Cc1cccc(CN(Cc2cccnc2)C(=O)c2cccc(F)c2)c1, fitness:0.705348191726
Cc1ccc(CN(C)Cc2cn(-c3ccccc3)nc2C)s1, fitness:0.0851940234811
CCN(Cc1cccc(Cl)c1)C(=O)c1cc[nH]c(=O)c1, fitness:0.212387487651
Cc1ccc(NC(=O)CN2C(=O)CNc3ccccc32)cc1, fitness:0.299164099135
CCN(Cc1ccccc1C)C(=O)CSc1ncc2ccccn12, fitness:1.22172008378
Nc1c(C(=O)NCc2cccnc2)nnn1Cc1cccc(F)c1, fitness:1.20749632317
Cc1cnn(C(C)OC(=O)c2ccccc2-n2cnnn2)c1C, fitness:0.777295212271
CN(Cc1ccc(C#N)cc1)S(=O)(=O)c1ccc(C#N)cc1, fitness:0.000345615942155
Cn1cc(C(=O)OCc2ccccc2F)c2ccccc21, fitness:0.0591695650087
Cc1ccccc1CNC(=O)c1ccncc1N(C)C, fitness:0.125778921602
COc1cccc(CNC(=O)CN(C)S(C)(=O)=O)c1, fitness:0.0126336591287
CC(C)CN(Cc1cccnc1)C(=O)c1cc(N)n[nH]1, fitness:1.15217691671
CCOc1cccc(CN(CC)C(=O)c2cnns2)c1, fitness:1.06683721247
CN(C(C)(C)NC(=O)c1[nH]nc2c1CC=C2)S(C)(=O)=O, fitness:0.267952356527
COc1cc(C(=O)NCc2ccoc2)cc(OC)c1OC, fitness:0.0218530357578
CC(=O)NC(C)NC(=O)c1ccccc1OCC1CC1, fitness:0.0523518254243
NC(=O)C1CCN(C(=O)CNC(=O)c2ccc3ccccc3c2)CC1, fitness:0.332416169683
CCOC(=O)c1ccccc1NCc1nc(C(C)C)no1, fitness:1.09739511778
Cc1cc(C)cc(OCC(=O)N2CCC(CO)CC2)c1, fitness:0.0149725075894
CCOC(=O)c1cc(-c2ccc3c(c2)OCCCO3)[nH]n1, fitness:-0.778632255266
O=C(NCc1cccc(OC(F)F)c1)c1ccc2nccn2c1, fitness:1.30722816947
CCC(=O)N1CCCC(C(=O)N2Cc3ccccc3N(C)CC2CC)C1, fitness:-1.16546499226
CN(Cc1ccc(F)cc1)C(=O)c1ccc2ccccc2n1, fitness:0.0669297631152
O=C(NCc1ccc(Cn2ccnc2)cc1)c1ccc2ccccc2n1, fitness:1.14497301564
O=C(NCc1nc(-c2ccc(F)cc2)no1)C(O)O, fitness:0.0435326101341
Cc1ccc(CNC(=O)c2cnccc2-n2cnnc2)cc1, fitness:0.144842241314
COc1cccc(CN2C(=O)CCC2C(=O)NC2CC2)c1, fitness:0.98050818132
Cc1cc(NC(=O)c2n[nH]c3ccccc23)ccc1F, fitness:0.262252209844
O=C(NCc1ccccc1)c1cnc2ccccn2c1=O, fitness:0.0591720933046
Cc1ccc(CN(C(=O)c2ccc3ccncc3c2)C(C)O)cc1, fitness:0.907743499307
CCOc1cc(C2CC2)nc(NCc2csc(C)n2)n1, fitness:0.625425427497
CC(C)(Oc1ccccc1Cl)C(=O)NCc1cn(-c2ccccc2)nn1, fitness:0.812114601037
CCOc1cccc(NC(=O)NCc2nnc3ccccn23)c1, fitness:1.45171571667
Cc1ccc(C(=O)Nc2cc(C)on2)c(OCC(=O)N(C)C)c1, fitness:1.20265594271
Cc1cc(NC(=O)CCc2cnn(C)c2)c2ncccc2c1, fitness:1.68499291195
COc1cccc(NC(=O)c2c[nH]c(N)c2)c1C, fitness:0.0950032946364
CN(CC(=O)NCc1ccc(F)cc1)C(=O)c1ccc(F)cc1, fitness:0.00328140050716
CN(CC(=O)NCc1ccco1)S(=O)(=O)c1ccc(F)cc1, fitness:0.434736190893
CCN(Cc1ccco1)C(=O)c1cccc(NC(=O)c2ccco2)c1, fitness:0.987806949667
