Cc1nc(CNC(=O)c2c(C)oc(C)c2C)no1, fitness:0.325430032543
CC(Oc1ccc(C#N)cc1)C(=O)NCc1cccc2c1OCO2, fitness:0.210378681627
CC(C)NC(=O)C(C)Sc1nnc(-c2cccc(F)c2)n1C, fitness:0.35739814153
O=C(NCc1cccc2c1OCO2)c1n[nH]cc1-c1ccccc1, fitness:0.218023255814
CCOC(=O)c1ccnn1CC(=O)Nc1csc(C)c1C, fitness:0.351123595506
CCN(CC)C(=O)c1ccc(NC(=O)c2ccoc2C)cc1, fitness:0.408496732026
CC1(n2cccn2)CCN(C(=O)c2ccccc2O)CC1, fitness:0.32
CC(NC(=O)c1cnccn1)c1nc2ccccc2n1C(C)C, fitness:0.414364640884
NC(=O)C1CN(Cc2ccc(OCc3ccccc3)cc2)CCO1, fitness:0.230591852421
CN(Cc1c[nH]nc1N)C(=O)CSc1ncc2sccc2n1, fitness:0.364077669903
COc1ccc(NC(=O)c2ccc3c(c2)OCO3)cc1OC, fitness:0.367496937526
O=C(CN1CNc2ccccc2C1=O)NC1CC1c1ccc(F)cc1, fitness:0.214132762313
CC(=O)Nc1cccc(C(=O)Nc2ncsc2C2CC2)c1, fitness:0.363901018923
Cc1nc(NC2CCCCC2O)cc(-c2ccccc2)n1, fitness:0.367496937526
CCOc1cccc(NC(=O)CN(C)S(=O)(=O)c2ccccc2)c1, fitness:0.421644413212
O=S(=O)(NCCc1cccs1)c1ccc(O)cc1, fitness:0.333174678724
COC(=O)c1c(C(=O)NC(C)c2ccccc2)ncc2cnn(C(C)C)c12, fitness:0.30518819939
Cc1ccc(S(=O)(=O)CC(=O)Nc2ccccc2C)cc1, fitness:0.444839857651
COc1cccc(C(=O)N(Cc2cccs2)CC(F)(F)F)c1, fitness:0.264051301396
CC1COCCN1C(=O)c1ccccc1OCc1ccccc1, fitness:0.235109717868
CCN(CCO)C(=O)C1CCN(C(=O)c2ccccc2F)CC1, fitness:0.264051301396
COc1cc(OC)cc(C(=O)NC2CCCCN2c2cncnc2)c1, fitness:0.296296296296
CC(Cn1cccn1)NC(=O)c1ccnc(C#N)c1, fitness:0.40733197556
CC(Cc1ccccc1F)NC(=O)c1cc2ccccc2[nH]c1=O, fitness:0.264051301396
Cc1cccc(C)c1C(=O)NCC(O)c1ccccc1Cl, fitness:0.347826086957
CC1CCN(C(=O)c2nccc3cnn(C(C)C)c23)CC1, fitness:0.370644922165
COc1cc(OC)c(OC)c(C(=O)NCc2ccn(C)n2)c1, fitness:0.393278512692
Cc1noc(C)c1NC(=O)c1cc2c([nH]c1=O)CCCC2, fitness:0.301886792453
CC(=O)Nc1ccc(CNC(=O)c2ccccc2Cl)cc1, fitness:0.355555555556
Cc1noc(Cc2ccccc2NC(=O)c2cn3c(C)cccc3n2)n1, fitness:0.322788896062
Cc1ccc(NC(=O)c2nc(-c3ccccc3)c(N)[nH]2)c(C)c1, fitness:0.429184549356
Cc1cn(CC(=O)N2CCCC2Oc2cccc(Cl)c2)c(=O)s1, fitness:0.258064516129
Cc1ccc(O)c(C(=O)NC2c3ccccc3CC2O)c1, fitness:0.313725490196
CC(=O)c1ccc(NC(=O)Cc2ccc(O)cc2)cc1C, fitness:0.44953003678
COc1cc(CN(C)C(=O)c2conc2C)cc(OC)c1, fitness:0.367496937526
Cc1cccc(Cl)c1NC(=O)CN1CC(=O)Nc2ccccc21, fitness:0.3159003159
CC(=O)Nc1cccc(C(=O)NCc2cnc(C)s2)c1, fitness:0.400436840189
CC1CCC(C)N(C(=O)CSc2nnc(C3CC3)n2C)C1, fitness:0.244698205546
Cc1oc2ccccc2c1C(=O)N1CCC(Oc2cccnc2)CC1, fitness:0.328083989501
Cc1scnc1CNC(=O)c1ccccc1S(=O)(=O)N(C)C, fitness:0.475543478261
Cc1cc(C(=O)NCc2ccccc2-c2ocnc2C)ccn1, fitness:0.40733197556
CC(C)Oc1cccc(C(=O)NC(C)C2Cc3ccccc3N2)c1, fitness:0.254452926209
Cc1ncnc(CNC(=O)c2cccc(F)c2)c1N1CCCC1, fitness:0.367033700367
CC(C)C(=O)NCc1cccc(Cn2cccn2)c1, fitness:0.392464678179
CC(C)CNC(=O)C1CCCCN1c1ccnc(C#N)c1, fitness:0.381436745073
CC(Oc1cccc(Br)c1)C(=O)Nc1cccc(C#N)c1, fitness:0.307692307692
CN(CC1COc2ccccc2O1)C(=O)c1ccccc1-n1cnnn1, fitness:0.29517874713
CC(=O)Nc1ccccc1-c1nnn(CC(=O)NC2CCCC2)n1, fitness:0.310451879959
N#Cc1cc(NCC(O)c2ccccc2C(F)(F)F)ccn1, fitness:0.363901018923
Cc1nc2n(n1)CCCC2NC(=O)c1ccc(Oc2ccccc2)cc1, fitness:0.367033700367
CCOc1cc(C(=O)Nc2ccc(C)cn2)ccc1OC, fitness:0.370644922165
CC(C)(CNC(=O)c1cccc(F)c1Br)c1ccccn1, fitness:0.339750849377
O=C(CC1CCCC1)Nc1ccc(-c2cocn2)cc1, fitness:0.360144057623
Cc1nnn(-c2cccc(Cl)c2)c1C(=O)NCc1ccccn1, fitness:0.387596899225
O=C(NCc1cc(C2CC2)[nH]n1)c1cccc(-n2cnc3cccnc32)c1, fitness:0.319118073687
CCOc1cccc(-c2noc(Cn3nccc(C)c3=O)n2)c1, fitness:0.381436745073
CCOC(=O)Cn1c(=O)c2c(c3cc(N)ccc31)CCCC2, fitness:0.333456835865
C=CCN(Cc1ccccc1OC)C(=O)c1cccc(S(N)(=O)=O)c1, fitness:0.387596899225
CCOC(=O)c1nc(NC(=O)c2ccccc2C#N)c(C)s1, fitness:0.3159003159
Cc1oc2nc[nH]c(=O)c2c1C(=O)NC1CCOc2c(Cl)cccc21, fitness:0.268736936399
CC1CC1CNC(=O)c1nn(C)c(=O)cc1Cl, fitness:0.423565652676
CSc1ccc(C(=O)NCc2ccn(C)n2)cc1, fitness:0.417014178482
CC(CNC(=O)NCC(C)(O)c1ccsc1)c1ccccc1F, fitness:0.218023255814
Cc1nc(CNC(=O)Cc2ccccc2N2CCC(=O)C2)no1, fitness:0.322788896062
CC(C(=O)NC1Cc2ccccc2C1O)N1CCOCC1, fitness:0.269127258747
CC(C)N(Cc1ccccc1)C(=O)Cn1ncc(Cl)c(Cl)c1=O, fitness:0.301886792453
CN(Cc1cccc2c1OCO2)C(=O)c1n[nH]c2ccccc12, fitness:0.310451879959
CCN(Cc1cccc(F)c1)C(=O)c1ccc(OCC(F)F)nc1, fitness:0.300100033344
Cc1ccc(CN2CC(C)CC2C(=O)N2CCOCC2)s1, fitness:0.264051301396
CN(Cc1cccc(F)c1)C(=O)c1cc(F)ccc1O, fitness:0.347826086957
CC(C)n1cc(C(=O)NCC(=O)Nc2ccccc2F)c2ccoc21, fitness:0.271186440678
Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccccc1F, fitness:0.377643504532
COc1cc(OC(C)C)ccc1C(=O)NCc1ccccn1, fitness:0.351123595506
CC1CCC(NC(=O)CN(C)C(=O)c2ccc(C#N)cc2)CC1, fitness:0.313725490196
CCN(c1cccc(C(=O)NC2CC2)c1)S(=O)(=O)c1cccc(C)c1, fitness:0.400534045394
Cc1cccn2c(CNc3ccnn3-c3ccc(Cl)nc3)ncc12, fitness:0.361010830325
CC(C)c1nc(SCC(=O)NCc2ccc(F)cc2)n[nH]1, fitness:0.301886792453
CC(C)c1ccccc1NC(=O)CN(C)C(=O)c1ccc[nH]c1=O, fitness:0.296296296296
Cc1ccc(C(=O)N2CCN(c3ccc(O)cc3)CC2)s1, fitness:0.318037255793
N#CCOc1ccccc1CC(=O)Nc1ccc(Cl)cc1, fitness:0.291545189504
Cc1ccc(C(=O)NCCc2cn3ccccc3n2)cc1-n1cccc1, fitness:0.413354531002
Cc1cc(CNC(=O)C(C)Sc2cccc(F)c2)[nH]c(=O)c1C, fitness:0.310451879959
Cc1sc(=O)n(CCC(=O)NC2CCOc3ccccc32)c1C, fitness:0.300100033344
CCOc1ccncc1C(=O)NCc1nncn1-c1ccccc1, fitness:0.300100033344
CCN(CC)S(=O)(=O)c1cccc(C(=O)Nc2ccncc2)c1, fitness:0.473588342441
COc1cccc(C(=O)Nc2cc(N3CCOCC3)nc(C)n2)c1, fitness:0.361010830325
Cc1nc(CN2CCN(C(=O)c3c(C)cccc3C)CC2)no1, fitness:0.384911470362
CC(C)CNC(=O)C1CCN(C(=O)c2ccccc2F)C1, fitness:0.269127258747
CC=CCS(=O)(=O)NC(c1ccncc1)c1ccc(F)cc1, fitness:0.408496732026
Cc1nc(CN2CCCN(C(=O)c3cccc(N(C)C)c3)CC2)co1, fitness:0.394537177542
CC(=O)Nc1ccccc1CNC(=O)c1cc(F)cc(F)c1, fitness:0.310972900933
Cc1ccc(NC(=O)CN(C)c2ccccc2F)c(C)c1, fitness:0.423565652676
Cc1cc(C)cc(OCC(=O)NCc2ccsc2)c1, fitness:0.340425531915
Cc1cocc1C(=O)N1CCCC1Oc1ccnc(C#N)c1, fitness:0.388639760837
Cc1nc(N2CCCC2)nc2c1N(C(=O)C(O)(O)C(C)C)CC=C2, fitness:0.290909090909
Cc1cocc1CN(Cc1ccccn1)Cc1ccccc1C(N)=O, fitness:0.414364640884
CC(C(=O)Nc1cccc2c1C(C)(C)CO2)n1ccccc1=O, fitness:0.254452926209
Cc1conc1CN(C)C(=O)c1cc(Cl)cc(Cl)c1, fitness:0.417014178482
Cc1cc(NC(=O)c2cc3ccccc3cn2)cc(OCC(F)F)c1, fitness:0.367033700367
NC(=O)c1ccsc1C(=O)NCc1cccc(F)c1, fitness:0.291545189504
C=C(C)N(Cc1ccc(OC)cc1)Cc1ccsc1, fitness:0.2435460302
NC(=O)c1ccc(NC(=O)COc2ccc(Cl)cc2Cl)cc1, fitness:0.367496937526
CCC(=O)Nc1ccc(C(=O)N(C)Cc2ccc(OC)cc2)cc1, fitness:0.392464678179
O=C(Cn1ccnc1)Nc1cnc(-c2ccccc2O)nc1, fitness:0.363901018923
O=C(Cn1ccccc1=O)NCc1c(Cl)cccc1Cl, fitness:0.278810408922
CC(=O)Nc1cccc(C(=O)OCc2nc3cc(C)ccc3[nH]2)c1, fitness:0.387596899225
Cc1cscc1CN1CCNCC1(N)C(=O)Nc1ccc(F)cc1, fitness:0.369685767098
CSc1ccc(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)cc1, fitness:0.383141762452
Cc1c(O)cccc1C(=O)NC(C)N1CCCCC(=O)C1, fitness:0.296296296296
COc1ccc(NC(=O)Cn2c(=O)cc(N)[nH]c2=O)cc1, fitness:0.407860585836
Cc1ccc(C(=O)NC2CCN(C(=O)c3cnn(C)c3)CC2)s1, fitness:0.345065562457
C#CCN1CCNCC1(N)C(=O)NCc1cccc(OC)c1, fitness:0.281337918099
CN(Cc1ccccn1)C(=O)c1ccc(OCC2CC2)cc1, fitness:0.363901018923
CN(Cc1cccnc1)C(=O)c1cccc(Cl)c1Cl, fitness:0.367496937526
CSc1nnc(C(=O)NCc2cncs2)n1C1CC1, fitness:0.259163272862
COC(=O)Cn1c(C(C)C)nc2cc3c(cc21)OCCO3, fitness:0.346287033474
COC(=O)c1cccc(NC(=O)Cc2cc[nH]c2)c1F, fitness:0.239808153477
COc1cccc(CN(C(=O)C2COCCO2)C2CC2)c1, fitness:0.254452926209
Cc1noc(C)c1CN1CCOC(c2noc(-c3ccccc3)n2)C1, fitness:0.275862068966
Cc1cc(C)cc(C(=O)NC2CCCC2C(N)=O)c1, fitness:0.372093023256
CC(C)NC(=O)CSc1nnnn1-c1ccc(F)cc1, fitness:0.313725490196
CCN(C(=O)c1ccccc1OCc1ccccc1)C(C)O, fitness:0.260642919201
CN(Cc1cccc(C#N)c1)C(=O)c1ccc(Br)cc1F, fitness:0.301886792453
C#CCNC(=O)c1ccc(NCc2cccc(F)c2)cc1, fitness:0.32
CC(C)CNC(=O)c1cccc(NCC(=O)N(C)C)c1, fitness:0.400320256205
CN(Cc1ccccn1)S(=O)(=O)c1cccc(C#N)c1, fitness:0.473588342441
Cc1ccccc1C(=O)NC(C)OCC(F)(F)F, fitness:0.355555555556
COC(=O)c1cccc(Cn2cnc(C#N)c2C#N)c1, fitness:0.333456835865
CCN(CC(=O)NC(C)C)S(=O)(=O)c1ccc(F)cc1F, fitness:0.415564790329
COc1cccc(C(=O)NCc2cncc(OC3CCC3)c2)c1F, fitness:0.258064516129
CN(Cc1ccc(F)cc1)C(=O)NCC1CCC1, fitness:0.347826086957
Cc1cc(NC(=O)C2CC(=O)N(c3ccc(Cl)cc3)C2)n(C)n1, fitness:0.426929392447
Cc1c(NS(C)(=O)=O)cccc1C(=O)NCC(C)C, fitness:0.383141762452
Cc1noc(C)c1CN1CCOC2CN(Cc3nccs3)CC21, fitness:0.266666666667
Cc1cc(CN2CCN(C(=O)c3ccc(Cl)cc3)CC2)on1, fitness:0.346287033474
COc1ccc(CN(C)C(=O)C2CC(=O)N(CC(F)(F)F)C2)cc1, fitness:0.285714285714
CC(Cn1cncn1)NS(=O)(=O)c1ccccc1C#N, fitness:0.393278512692
Cc1cc(C(=O)NCc2cccc(C#N)c2)c2c(C)noc2n1, fitness:0.328083989501
COC(=O)C1CCN(c2nc(C)cc(C)n2)C1, fitness:0.400177856825
CC(C)CN1CCN(C(=O)Cc2ccc(F)cc2)CC1, fitness:0.285442435775
Cc1ccc(CN2CCN(C(=O)COc3ccccc3)CC2)s1, fitness:0.279888044782
Cc1ccc(NC(=O)NCc2cnn3ccccc23)c(Cl)c1, fitness:0.33921302578
Cc1cc(N)ccc1C(=O)Nc1nnc(C(C)C)s1, fitness:0.423565652676
COc1ccccc1-c1nc2c(C(C)C)csc2c(=O)[nH]1, fitness:0.274402195218
Cc1csc(C(=O)Nc2ccccc2-c2ncn[nH]2)c1C, fitness:0.363901018923
CCc1nc(CN2CCN(C(=O)c3ccc(F)cc3)CC2)no1, fitness:0.301886792453
CC(=O)N1CCc2cc(C(=O)Nc3ccc4[nH]ccc4c3)ccc21, fitness:0.33921302578
Cc1nc(CNC(=O)c2ccc(-c3ccccc3)[nH]c2=O)c(C)o1, fitness:0.32154340836
COc1cccc(C(=O)NCc2ccccc2OC(F)F)c1F, fitness:0.244698205546
O=C(c1cccs1)N1CCCC1c1nc2ccccc2[nH]1, fitness:0.290909090909
CC(C)c1n[nH]c(C2CCCN(C(=O)c3ccc(F)cc3)C2)n1, fitness:0.280701754386
CN(Cc1cccs1)C(=O)CN1CCN(c2cncnc2)CC1, fitness:0.32154340836
Cc1ccc(OCC(=O)Nc2c(C)nn(-c3ccccc3)c2C)cc1, fitness:0.400436840189
Cc1csc(C(=O)N2CCN(C(=O)c3cccc(F)c3)CC2)c1C, fitness:0.360144057623
Cc1ccc(C(=O)NC(C)COc2ccccn2)cc1C, fitness:0.456942003515
Cc1ccc(C(=O)N2CCN(Cc3ccccc3)CC2)n1C, fitness:0.347826086957
CC(C)Oc1c(C(=O)NCc2ccccn2)ccc2ccoc12, fitness:0.30518819939
Cc1ccc(C(=O)NCc2nc3ccccc3[nH]2)o1, fitness:0.384911470362
N#Cc1cccc(OCC(=O)NCc2ccoc2)c1, fitness:0.235109717868
CC(O)(O)NC(=O)c1ccccc1-n1ccnn1, fitness:0.375156315131
NC(=O)C1CCN(Cc2ccccc2-n2cccn2)CC1, fitness:0.313725490196
CC1CCCC(NC(=O)CSc2nccn2C)C1C, fitness:0.363901018923
O=C(NCc1cccc2c1OCO2)c1c(F)cccc1F, fitness:0.226963231956
CC(C)c1ccccc1OCC(=O)NCc1nnc2n1CCCCC2, fitness:0.262295081967
Cc1cccc(NC(=O)NCc2cc(C)n(C)n2)c1C, fitness:0.50107372942
CCOc1ccc(C(=O)N2CCN(Cc3cccs3)CC2)cc1, fitness:0.239808153477
Cc1c(C(=O)NCc2n[nH]cc2N)sc2c(=O)[nH]cnc12, fitness:0.30518819939
CN(C)S(=O)(=O)c1ccc(CNC(=O)c2cccc3ccccc23)cc1, fitness:0.415564790329
Cc1cc(C(=O)NCC(O)c2cccs2)sc1C, fitness:0.353079639074
Cc1cccc(NC(=O)Cc2cccc(OCC#N)c2)n1, fitness:0.35739814153
CC(Cc1ccc(Cl)cc1)NC(=O)N1CCN(C(C)C)CC1, fitness:0.304215558453
COc1cccc(C(=O)Nc2nnc(-c3[nH]ncc3N)o2)c1, fitness:0.300100033344
Cc1c(C(=O)N2CCN(C3CCCC3)CC2)cc[nH]c1=O, fitness:0.297745640153
COc1ccc(OC)c(NC(=O)CSc2nc(C)n[nH]2)c1, fitness:0.351123595506
Cc1scnc1NC(=O)C1c2ccc(F)cc2NC1N, fitness:0.373260943332
COc1ccc(F)cc1C(=O)NCc1cccnc1OC(C)C, fitness:0.333555703803
Cc1nc(-c2ccccc2S(=O)(=O)NCc2ccccc2)no1, fitness:0.453514739229
CC(NC(=O)c1cccc2c1CCC2)NC(=O)C(C)C, fitness:0.272479564033
Cc1cc(NC(=O)c2ccc(-c3cscn3)cc2)nc(C)n1, fitness:0.407860585836
CN(Cc1conc1-c1ccccc1)C(=O)C1Cc2ccccc2N1, fitness:0.275862068966
CC(C)Oc1ccccc1CN1CCN(C(=O)c2ccsc2)CC1, fitness:0.226244343891
CCN(Cc1ccc(Cl)cc1)C(=O)c1ncccc1-n1cncn1, fitness:0.333555703803
COc1cccc(OC)c1NC(=O)CSc1cccc(F)c1, fitness:0.297745640153
Cc1csc(C(=O)Nc2ccc(Cl)cc2C)c1, fitness:0.400177856825
Cc1scnc1NC(=O)Cn1c(=O)n(C)c2ccccc21, fitness:0.400436840189
COc1ccccc1C(=O)N(CC(N)=O)C1CCCCC1, fitness:0.291545189504
CCN(CC1CCOC1)C(=O)c1ccccc1NC(=O)c1ccoc1, fitness:0.229432972796
CCN(Cc1cccnc1)C(=O)Nc1nnc(C2CC2)s1, fitness:0.30518819939
Cc1ccc(NC(=O)CSc2nnc3n2CCCCC3)c(O)c1, fitness:0.322788896062
CC(NC(=O)c1ccc(F)cc1Br)C1CCCO1, fitness:0.274402195218
CC(=O)c1cccc(NCc2ocnc2-c2ccccc2)c1C, fitness:0.333456835865
Cc1cccc(NC(=O)c2ccccc2S(=O)(=O)NC2CC2)c1F, fitness:0.393278512692
Cc1conc1C(=O)Nc1cc(Cl)cc(C(F)(F)F)c1, fitness:0.384911470362
CN(Cc1cccc(C#N)c1)C(=O)c1cccnc1N1CCCCC1, fitness:0.375469336671
CC(C)CNC(=O)c1ccccc1NC(=O)Cc1ccccc1F, fitness:0.249791840133
COc1cc(CNC(=O)c2c(Cl)n[nH]c2C)cc(OC)c1, fitness:0.326530612245
Cc1ccc(-n2nnnc2SCC(O)c2ccccc2)cc1, fitness:0.291545189504
CCN(CC)C(=O)c1ccc(NCc2nccs2)cc1, fitness:0.462249614792
CC(=O)Nc1ccccc1-c1ncc2cccc(CO)n12, fitness:0.339750849377
COC(=O)c1sccc1NC(=O)c1ccc(F)cc1, fitness:0.278810408922
COC(=O)c1cc(C#N)c(=O)n(Cc2ccc(C#N)cc2)c1, fitness:0.279888044782
COc1ccc(-c2nc(C(C)C(=O)N3CCN(C(C)=O)CC3)no2)cc1, fitness:0.296296296296
CCN(CC(=O)NC(C)C)S(=O)(=O)c1ccccc1, fitness:0.400177856825
Cc1ncc(CN(C)C(=O)Cc2ccc3c(c2)OCCO3)s1, fitness:0.379703141181
COc1ccc(-c2cncn(Cc3ccc(C)cc3)c2=O)cc1, fitness:0.326530612245
Nc1nccnc1C(=O)NCc1ccc(OCc2ccncc2)cc1, fitness:0.346287033474
Cc1nc(CS(=O)(=O)c2ccc(C(F)(F)F)cc2)no1, fitness:0.425894378194
CC(=O)Nc1ccccc1C(=O)Nc1ncsc1-c1ccccc1, fitness:0.326530612245
COc1c(F)cccc1C(=O)Nc1cncc(C)c1, fitness:0.384911470362
Cc1noc(CNC(=O)c2cccnc2N2CCCC2)n1, fitness:0.400534045394
Cc1cocc1C(=O)NC(c1ccccc1Br)C1CCCC1, fitness:0.301886792453
Cc1noc(COc2ccc(C(=O)N3CCC(C(N)=O)C3)cc2)n1, fitness:0.322788896062
Cc1ccccc1NC(=O)CSc1ncccc1N, fitness:0.453514739229
C=CCN1CCN(C(=O)c2ccc(OC(C)C)c(F)c2)CC1, fitness:0.264051301396
O=C(NCc1cn(-c2ccccc2)nn1)c1ccc(Cl)cc1, fitness:0.291545189504
CC1CCCC(C)N1C(=O)c1ccc(Nc2ncccn2)cc1, fitness:0.573065902579
CN(Cc1ccc2c(c1)OCO2)C(=O)c1csc2ccccc12, fitness:0.32154340836
CCc1cccc(C)c1NC(=O)c1csc(-c2cnn(C)c2)n1, fitness:0.375469336671
COc1ccc(C2CCCN2C(=O)c2ccc(N(C)C)cc2)cc1, fitness:0.377643504532
CCN(CCC(=O)OC)C(=O)c1cccn1-c1cccc(C)c1, fitness:0.32154340836
C#Cc1ccc(NC(=O)c2nccc(N)c2-c2ccccc2)cc1, fitness:0.436999271668
Cc1c(C(=O)N2CCCN(C(=O)C3CC3)CC2)cnc2ccccc12, fitness:0.393278512692
Cc1cc(NC(=O)CCN2C(=O)COc3ccccc32)no1, fitness:0.333555703803
CC(NC(=O)COc1cccc(C#N)c1)c1nc(C(F)(F)F)cs1, fitness:0.281337918099
CN(C)c1cc(F)cc(C(=O)NCc2ccncc2)c1, fitness:0.462249614792
Cc1nc(N2CCN(Cc3ccccc3)CC2)c2c(C)noc2n1, fitness:0.313725490196
CC(C)NC(=O)C1CC(=O)N(CCOc2ccccc2)C1, fitness:0.269127258747
O=C(NCCc1cccs1)c1ccccc1-n1cccn1, fitness:0.301886792453
Cc1cc(C)c(C(=O)NCC(=O)c2c[nH]c3ccccc23)o1, fitness:0.363901018923
Cc1coc(C(=O)Nc2ccc(C(=O)NC3CCCC3)cc2)c1C, fitness:0.384911470362
Cc1ccccc1NC(=O)c1nnn(-c2ccc(F)cc2)c1C, fitness:0.415564790329
CC(=O)Nc1cc(C)ccc1C(=O)N1CC=CC2C=CSC21, fitness:0.3159003159
Cc1ccccc1C(C)NC(=O)CSc1n[nH]c(N)n1, fitness:0.386371619248
C=C(C)N(Cc1cccc(C#N)c1)C(=O)C12CCC(CC1)O2, fitness:0.245527884953
CC1CCCCC1NC(=O)CN1CCc2cccc(Cl)c21, fitness:0.259163272862
COC(=O)CN(C(=O)c1cccc(C)n1)c1ccccc1F, fitness:0.346287033474
CC(=O)N1CCN(C(=O)c2ccc(Cn3cccn3)cc2)CC1, fitness:0.333333333333
COc1ccccc1CNC(=O)C1CC(=O)N(c2ccccc2)C1, fitness:0.264051301396
C=C(C)NS(=O)(=O)c1ccccc1C(=O)NC1CCCC1, fitness:0.367496937526
CN(C)C(=O)c1ccc(CN2CCOC3(CCCCC3)C2)cc1, fitness:0.307692307692
Cc1c(Cl)cncc1NC(=O)Cc1ccc(-n2cnnn2)cc1, fitness:0.3159003159
CCN(Cc1ccc(OC)cc1)C(=O)c1ccc(N)cc1, fitness:0.318037255793
Cc1ccc(C(=O)NCC2(c3ccccc3F)CCOCC2)o1, fitness:0.264051301396
Cc1c(CN2CCCC2c2ccccc2)nc[nH]c1=O, fitness:0.339750849377
Cc1cccc(C(=O)N(C)Cc2csc(-c3ccccc3)n2)c1C, fitness:0.393278512692
Cc1cccc(CNC(=O)C2Cc3ccc(F)cc3N2)c1, fitness:0.290909090909
COc1ccc(NC(=O)NCC2(c3ccoc3)CCCC2)cc1, fitness:0.296296296296
Cc1cccc(NC(=O)N2CCNCC2(N)c2ccsc2)c1F, fitness:0.312695434647
CCN(Cc1cc2ccc(C)cc2[nH]c1=O)C(=O)c1ccco1, fitness:0.280701754386
CC(=O)Nc1ccc(NC(=O)CSc2cn3ccccc3n2)cc1, fitness:0.400436840189
CC(C)Oc1cccc(C(=O)NCc2scnc2C2CC2)c1, fitness:0.300100033344
Cc1coc(C(=O)N2CCCCC2OCc2ccc(F)cc2)c1, fitness:0.275862068966
CC(=O)Nc1ccccc1C(=O)N(Cc1ccccc1)C1CC1, fitness:0.297745640153
Cc1cccc(NC(=O)NCC2CCC2)c1F, fitness:0.340425531915
CC1Oc2ccccc2N(CC(=O)N(Cc2ccccc2)C2CC2)C1=O, fitness:0.254452926209
CCOc1ccccc1C(=O)NC(C)c1ccncc1, fitness:0.333333333333
COC(=O)c1ccc(CN2C(=O)COc3ccc(O)cc32)cc1, fitness:0.259163272862
CSc1nnc(C(=O)C23CC4CC(CC(C4)C2)C3)n1C, fitness:0.292397660819
COc1cccc(OC)c1C(C)NC(=O)c1cn[nH]c1C1CC1, fitness:0.264051301396
CC(C)n1ncc2cc(C(=O)NCc3ccccc3F)c(N)nc21, fitness:0.349539243724
O=C(Cn1cc(-c2nnco2)ccc1=O)Nc1ccccc1, fitness:0.301886792453
CCOC(=O)c1nc(Cc2ccccc2F)c(C)s1, fitness:0.32
Cc1cc(N2CCN(C(=O)Cn3ccccc3=O)CC2)nc(C)n1, fitness:0.35739814153
COc1c(F)cccc1C(=O)NCc1ccnc(OC2CCCC2)c1, fitness:0.338774253157
Cc1ccc(C(C)NC(=O)c2ccc(N3CCCC3)nc2)s1, fitness:0.35739814153
COc1cccc(CNC(=O)NCc2nnc3ccccn23)c1C, fitness:0.3159003159
NC1CNC(OC(=O)c2ccc(Br)cc2)C1=O, fitness:0.2435460302
Cc1conc1C(=O)N1CCCCC1n1c(=O)[nH]c2ccccc21, fitness:0.290416263311
C#Cc1cccc(N(Cc2ccco2)C(=O)c2cnc(C)cn2)c1, fitness:0.349539243724
CCC(=O)N1CCC(C(=O)Nc2ccccc2-c2cocn2)CC1, fitness:0.30518819939
NC(=O)c1ccccc1NC(=O)CSc1cn2ccccc2n1, fitness:0.327391778829
Cc1ccc(C2CCN(C(=O)Cc3ccsc3)C2)o1, fitness:0.264051301396
Cc1coc(C(=O)NCc2ccccc2OCC#N)c1C, fitness:0.296296296296
CN(Cc1ccc(Cl)cc1)C(=O)NCc1c[nH]cn1, fitness:0.384911470362
Cc1sc(C(=O)NCC(C)N2CCOCC2)c(C)c1C, fitness:0.260642919201
Cc1cccc(NC(=O)CCn2cnc3cc(Cl)ccc32)n1, fitness:0.420032310178
Cc1cccc(NC(=O)Cn2nnc(-c3cscc3C)n2)c1, fitness:0.420032310178
Cc1sc(=O)n(CC(=O)N2CCC(C(N)=O)CC2)c1C, fitness:0.304215558453
Cc1scnc1CC(=O)Nc1ccccc1-c1cnc[nH]1, fitness:0.3159003159
Cc1ccccc1C(=O)N1CCc2sccc2C1CO, fitness:0.301886792453
CCc1cc(CNC(=O)c2ccc(=O)n(C)n2)on1, fitness:0.429184549356
CC(C)n1ncc2cc(C(=O)NCc3ccc4c(c3)OCO4)ncc21, fitness:0.317662007624
CC(=O)Nc1ccc(CNc2nnc(-c3cccc(F)c3)o2)cc1, fitness:0.345065562457
Cc1cccc(N2CCN(C(=O)c3cccnc3)CC2C)c1, fitness:0.351123595506
CC(=O)Nc1cccc(C(=O)Nc2ccccc2F)c1, fitness:0.363636363636
Cc1nc(N2CCC(CC(=O)N(C)C)CC2)c2ccsc2n1, fitness:0.40733197556
CC(=O)c1cccc(NC(=O)CCn2cnc3ccccc32)c1, fitness:0.414364640884
Cc1ccccc1OCC(=O)N1CCC(C)(O)CC1, fitness:0.340425531915
CC(=O)Nc1ccc(C(=O)NC2CCc3ccccc32)cc1, fitness:0.333333333333
Cc1ccc(OC(C)NC(=O)c2c(N)cc[nH]c2=O)cc1, fitness:0.32
Cc1noc(CNC(=O)c2cccc(C(F)(F)F)c2)n1, fitness:0.370644922165
CC(C)(CNC(=O)c1cccc(N2CCCC2=O)c1)c1ccncc1, fitness:0.328083989501
CN(Cc1cnccn1)C(=O)c1ccc(C#N)cc1, fitness:0.400320256205
