Cc1ncc(C(=O)NCc2ccccc2F)c(N2CCCCC2)n1, fitness:1.31010521852
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1Br, fitness:0.351681370712
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1Br, fitness:0.351681370712
Cc1cc(NC(=O)CNc2ccc(C)c(Br)c2)no1, fitness:0.222011494538
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Cc1ccc(O)c(NC(=O)CSc2nnc3n2CCCCC3)c1, fitness:-1.70298605832
CSc1ccccc1NC(=O)COc1ccc(C#N)cc1, fitness:0.119554346361
Cc1cc(C(=O)NCC2CCCO2)ccc1-n1cnnn1, fitness:1.25165344765
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(C(=O)NCc2ccc(C#N)cc2)cc1OC, fitness:0.0463674463281
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Cc1ccc(NC(=O)NCC2COc3ccccc3O2)cc1, fitness:0.13598342598
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CC2CC3CCC2C3)c(Br)c1, fitness:0.147067730867
Cc1ccc(NC(=O)CSc2nc(C)cc(N)n2)cc1, fitness:0.0795052245601
Cn1nnc2cc(C(=O)NCc3ccc(Cl)cc3)ccc21, fitness:0.372012496459
Cc1cccc(C)c1OCC(=O)NCc1cccnc1, fitness:0.0695612700198
COc1ccc(CN(C)C(=O)c2ccc(OC)c(OC)c2)cc1, fitness:0.00989137277969
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
COc1ccc(-c2cc(NC(=O)Cc3cccs3)[nH]n2)cc1, fitness:0.988988475426
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1cc(NC(=O)Cc2ccc3c(c2)OCCO3)c2ncccc2c1, fitness:1.36009520479
Cc1cc(C)c2nc(NC(=O)Cc3cc(C)on3)sc2c1, fitness:0.74557951603
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(C(=O)NCc2cccs2)ccc1-n1nnc2cccnc21, fitness:1.57053389178
Cc1ccc(C(=O)NCC(O)c2ccccc2)s1, fitness:0.0094293444805
Cc1ccc(NC(=O)CSc2cc(N)ncn2)cc1Cl, fitness:1.15128874363
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(-c2nnc(NC(=O)c3cnccn3)s2)cc1, fitness:0.146644552742
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NCc2cnc(N3CCOCC3)nc2)cc1C, fitness:0.116173014295
Cc1ccc(NC(=O)C2COc3ccccc3O2)c(O)c1, fitness:0.208121146346
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nnc3n2CCCCC3)cc1Cl, fitness:-2.11152999754
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1cccc(C)c1NC(=O)CSc1ncnc2sccc12, fitness:0.821818732175
Cc1ccc(O)c(NC(=O)CSc2ccc3c(c2)OCCO3)c1, fitness:1.09319762003
Cc1ccc(O)c(NC(=O)CSc2ncnc3sccc23)c1, fitness:1.51800859843
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(O)c(NC(=O)Cc2ccc3c(c2)OCCO3)c1, fitness:0.256849912869
Cc1ccc(NC(=O)NCC2COc3ccccc3O2)cc1, fitness:0.13598342598
Nc1ccc(SCC(=O)Nc2ccc(F)cc2)cc1, fitness:0.00277071951819
N#Cc1ccc(NCC(=O)c2ccc3c(c2)OCCO3)cc1, fitness:0.0781370982179
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
COc1ccc(C(=O)NCc2ccc(C)s2)cc1OC, fitness:0.0332115047398
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1Br, fitness:0.351681370712
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
COc1ccc(C2CCCN2C(=O)CCn2ccccc2=O)cc1, fitness:0.638573141218
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(O)c(C(=O)NCc2sccc2C)c1, fitness:0.296646864572
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1cccnc1NC(=O)Cc1ccc2c(c1)OCCO2, fitness:0.621726974394
Cc1ccc(NC(=O)Cc2cccc(OCC#N)c2)cc1, fitness:0.336655494726
COc1ccc(-c2nn(CC(=O)NC3CC3)c(=O)o2)cc1, fitness:1.2086738394
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1cc(NC(=O)NCc2cccs2)c2ncccc2c1, fitness:1.61287848448
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NCc2cc(C(N)=O)cs2)c(OCC2CCOC2)c1, fitness:0.00853096280485
Cc1ccc(NCc2cc(C(N)=O)cs2)c(OCC2CCOC2)c1, fitness:0.00853096280485
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CC2OC(=O)c3ccccc32)cc1C, fitness:0.275962692969
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1cccc(C)c1NC(=O)COc1ccc(C#N)cc1, fitness:0.0181077368478
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(O)c(NC(=O)COc2ccc(C#N)cc2)c1, fitness:0.263966552644
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Nc1ccc(F)c(C(=O)NCc2cccs2)c1, fitness:0.0380146059831
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Cc1ccc(NCC(=O)Nc2cc(-c3ccccc3)on2)cc1, fitness:0.303791482556
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Cc1ccc(S(=O)(=O)NCC(O)c2cccs2)cc1C, fitness:0.0921008516101
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1, fitness:0.613131043538
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1ccc(NC(=O)NCC2COc3ccccc3O2)cc1C, fitness:0.755070802861
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Cn1nnc2c(NCC(=O)Nc3ccc(Cl)cc3)ncnc21, fitness:1.54807454455
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1cccc(C)c1NC(=O)CSc1ncnc2sccc12, fitness:0.821818732175
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NCc2cc(-c3ccncc3)no2)cc1C, fitness:0.0437620759831
COc1ccc(C(=O)Nc2ccc(-c3nnnn3C)cc2)cc1, fitness:0.175535686638
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(OCC(=O)N2CCCCCC2)c(N)c1, fitness:-0.0196040716122
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(CN2C(=O)C3CC2CN3c2nc3ccccc3s2)cc1, fitness:0.658673638274
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(SCCNC(=O)c2ccsc2)cc1, fitness:0.0192999616498
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
N#Cc1ccc(NCC(=O)Nc2ccc(C#N)cc2)cc1, fitness:0.000114828435263
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1cccc(C)c1NCC(O)c1cccs1, fitness:0.00108634824614
Cc1ccc(OCC(=O)N=c2[nH]nc3ccccn23)cc1, fitness:0.5611534614
Cc1cccc(C)c1S(=O)(=O)NCC1CCOC1, fitness:0.0105531605248
Cc1cc(C)cc(NCc2cc(=O)n3ccccc3n2)c1, fitness:0.0680733610183
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2ncn[nH]2)cc1Cl, fitness:0.771895086341
COc1ccc(C(=O)NCc2sccc2C)cc1OC, fitness:0.0597000749001
CSc1ccc(CNC(=O)c2ccc(C)s2)cc1, fitness:0.00635795233797
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nnc3n2CCCCC3)cc1Cl, fitness:-2.11152999754
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NCc2ccnc(N3CCCC3)n2)cc1C, fitness:0.155325925745
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1ccc(NC(=O)Cc2cccs2)cc1-n1cnnn1, fitness:1.80171585963
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
N#Cc1ccc(NCC(=O)OCc2ccc3c(c2)OCCO3)cc1, fitness:0.955269192515
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
N#Cc1ccc(OCC(=O)NCc2ccc(F)cc2)cc1, fitness:0.0222313947974
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nnc3n2CCCCC3)cc1, fitness:-1.60911930345
Cc1ccc(NC(=O)CSc2cnccn2)cc1Cl, fitness:0.777510907925
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1Br, fitness:0.351681370712
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(O)c(C(=O)NCc2nnc3n2CCCCC3)c1, fitness:-1.72982283213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
COc1ccc(C(=O)NCc2cccs2)cc1N, fitness:0.186728492971
CN(Cc1ccc2c(c1)OCCO2)C(=O)COc1ccc(Cl)cc1, fitness:0.616260891827
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NCc2cc(-c3ccncc3)no2)cc1Cl, fitness:0.209931413842
Cc1ccc(NCc2cc(-c3ccncc3)no2)cc1Cl, fitness:0.209931413842
COc1ccccc1N1CCC(c2nnc(NC(C)=O)s2)C1, fitness:0.946274685169
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
COc1ccc(OC)c(C(=O)NCc2cccs2)c1, fitness:0.0961683204976
Cc1ccc(C)c(OCC(=O)NCc2cccnc2)c1, fitness:0.735268779921
N#Cc1ccc(NCC(=O)NCc2ccc(Cl)cc2)cc1, fitness:0.0167175722669
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0143534966257
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(C)c2nc(NC(=O)c3cnccn3)sc2c1, fitness:0.345206236377
Cc1ccc(NCc2cnc(N3CCCC3)nc2)cc1C, fitness:0.0260142632395
Cc1cccc(C)c1NC(=O)COc1ccc(C#N)cc1, fitness:0.0181077368478
Cc1ccc2c(CNS(=O)(=O)c3ccccc3)cc(=O)oc2c1C, fitness:0.307048255343
Cc1ccc(O)c(NC(=O)Cc2ccsc2)c1, fitness:0.0418851756584
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(N2CC(C(=O)NC3CCCC3)CC2=O)cc1, fitness:0.0423373669489
Cc1ccc(O)c(NC(=O)C2=NCCc3ccccc32)c1, fitness:0.440329741802
Cc1ccc(O)c(NC(=O)C2=NCCc3ccccc32)c1, fitness:0.440329741802
Cc1cc(C(=O)NCc2cccs2)ccc1N1CCNC1=O, fitness:1.25962230625
Cc1cccc(C)c1NC(=O)COc1ccc2c(c1)OCCO2, fitness:0.152348367876
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccnc2N)cc1Cl, fitness:0.712189776363
Cc1ccc(NC(=O)CSc2c(N)ncnc2N)cc1, fitness:0.0125396687363
Cc1cccc(C)c1NC(=O)CSc1ncnc2sccc12, fitness:0.821818732175
Cc1cccc(C)c1NC(=O)CSc1ncnc2sccc12, fitness:0.821818732175
Cc1ccc(S(=O)(=O)NCc2cccs2)cc1C, fitness:0.0104216132771
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(NC(=O)CSc2ncn[nH]2)cc1Cl, fitness:0.771895086341
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
O=C(COc1ccc(Cl)cc1)NCc1nccc(N2CCCC2)n1, fitness:1.29244733374
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(F)cc1NC(=O)Cc1cc(-c2ccccc2)on1, fitness:1.51380845359
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(C)c2nc(NC(=O)CC3CCCO3)sc2c1, fitness:1.23721908889
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
COc1ccc(N2CC(C(=O)NCc3cccnc3)CC2=O)cc1, fitness:0.978367425821
CNC(=O)c1ccc(CSc2ncnc3sccc23)cc1, fitness:0.441263790489
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nnc3n2CCCCC3)cc1, fitness:-1.60911930345
COc1ccc(N)c(C(=O)NCc2cccs2)c1, fitness:0.189532638914
Cc1ccc(OCC(=O)Nc2ccc3c(c2)OCCO3)cc1C, fitness:0.347325365981
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2cc(N)ncn2)cc1Cl, fitness:1.15128874363
Cc1ccc(NC(=O)C2COc3ccccc3O2)c(O)c1, fitness:0.208121146346
Cc1cc(C(=O)NCc2cccs2)ccc1-n1nnc2cccnc21, fitness:1.57053389178
N#Cc1ccc(OCC(=O)NCc2ccc3c(c2)OCCO3)cc1, fitness:0.800745235032
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
COc1ccc(C(=O)NCc2ccc(Cl)cc2)cc1OC, fitness:0.0117428793836
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(-n2nnnc2SCC(=O)NCC2CCCO2)cc1, fitness:1.00900329626
Cc1ccc(NC(=O)C2COc3ccccc3O2)c(O)c1, fitness:0.208121146346
COc1ccc(C(=O)NCc2ccc3c(c2)OCCO3)cc1OC, fitness:0.207391876235
Nc1cccc(OCC(=O)NCc2ccc3c(c2)OCCO3)c1, fitness:1.03241819058
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1Br, fitness:0.351681370712
COc1ccc(-c2ncc(C(=O)NC3CC3)c(N)n2)cc1, fitness:0.459748802648
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nnc3n2CCCCC3)cc1Cl, fitness:-2.11152999754
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(CNC(=O)c2ccc(OC)c(OC)c2)cc1, fitness:0.00628636138761
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
